original_filename,crop_idx,top_left_x,top_left_y,top_right_x,top_right_y,bottom_left_x,bottom_left_y,bottom_right_x,bottom_right_y,WRONG_file,FRCNN_source,BING_source
FRANZ_MARC_41.jpg,11,641,641,1696,641,641,1247,1696,1247,FALSE,FALSE,TRUE
FRANZ_MARC_41.jpg,12,449,449,1409,449,449,1247,1409,1247,FALSE,FALSE,TRUE
FRANZ_MARC_41.jpg,13,897,97,1696,97,897,449,1696,449,FALSE,FALSE,TRUE
FRANZ_MARC_41.jpg,14,577,417,1665,417,577,1089,1665,1089,FALSE,FALSE,TRUE
FRANZ_MARC_41.jpg,15,769,481,1696,481,769,1217,1696,1217,FALSE,FALSE,TRUE
FRANZ_MARC_41.jpg,16,833,641,1696,641,833,1247,1696,1247,FALSE,FALSE,TRUE
FRANZ_MARC_41.jpg,17,705,97,1696,97,705,449,1696,449,FALSE,FALSE,TRUE
FRANZ_MARC_41.jpg,18,961,193,1696,193,961,897,1696,897,FALSE,FALSE,TRUE
FRANZ_MARC_41.jpg,19,641,257,1696,257,641,1025,1696,1025,FALSE,FALSE,TRUE
FRANZ_MARC_41.jpg,20,1226,769,1450,769,1226,993,1450,993,FALSE,FALSE,FALSE
FRANZ_MARC_41.jpg,21,1188,453,1412,453,1188,677,1412,677,FALSE,FALSE,FALSE
FRANZ_MARC_41.jpg,22,263,39,487,39,263,263,487,263,FALSE,FALSE,FALSE
FRANZ_MARC_41.jpg,23,58,868,282,868,58,1092,282,1092,FALSE,FALSE,FALSE
FRANZ_MARC_41.jpg,24,1364,183,1588,183,1364,407,1588,407,FALSE,FALSE,FALSE
FRANZ_MARC_42.jpg,0,513,129,1049,129,513,769,1049,769,FALSE,FALSE,TRUE
FRANZ_MARC_42.jpg,1,65,1025,641,1025,65,1600,641,1600,FALSE,FALSE,TRUE
FRANZ_MARC_42.jpg,2,1,641,513,641,1,1600,513,1600,FALSE,FALSE,TRUE
FRANZ_MARC_42.jpg,3,321,1089,1049,1089,321,1600,1049,1600,FALSE,FALSE,TRUE
FRANZ_MARC_42.jpg,4,321,193,1049,193,321,897,1049,897,FALSE,FALSE,TRUE
FRANZ_MARC_42.jpg,5,1,193,513,193,1,897,513,897,FALSE,FALSE,TRUE
FRANZ_MARC_42.jpg,6,513,961,1049,961,513,1600,1049,1600,FALSE,FALSE,TRUE
FRANZ_MARC_42.jpg,7,1,385,513,385,1,1281,513,1281,FALSE,FALSE,TRUE
FRANZ_MARC_42.jpg,8,321,513,1049,513,321,1537,1049,1537,FALSE,FALSE,TRUE
FRANZ_MARC_42.jpg,9,257,769,1025,769,257,1600,1025,1600,FALSE,FALSE,TRUE
FRANZ_MARC_42.jpg,10,1,833,513,833,1,1600,513,1600,FALSE,FALSE,TRUE
FRANZ_MARC_42.jpg,11,1,737,513,737,1,1600,513,1600,FALSE,FALSE,TRUE
FRANZ_MARC_42.jpg,12,513,577,1049,577,513,1600,1049,1600,FALSE,FALSE,TRUE
FRANZ_MARC_42.jpg,13,321,1,1049,1,321,513,1049,513,FALSE,FALSE,TRUE
FRANZ_MARC_42.jpg,14,321,1185,1049,1185,321,1600,1049,1600,FALSE,FALSE,TRUE
FRANZ_MARC_42.jpg,15,513,161,1049,161,513,577,1049,577,FALSE,FALSE,TRUE
FRANZ_MARC_42.jpg,16,193,705,897,705,193,1600,897,1600,FALSE,FALSE,TRUE
FRANZ_MARC_42.jpg,17,1,1,513,1,1,513,513,513,FALSE,FALSE,TRUE
FRANZ_MARC_42.jpg,18,1,577,513,577,1,1409,513,1409,FALSE,FALSE,TRUE
FRANZ_MARC_42.jpg,19,513,257,1049,257,513,769,1049,769,FALSE,FALSE,TRUE
FRANZ_MARC_42.jpg,20,169,860,393,860,169,1084,393,1084,FALSE,FALSE,FALSE
FRANZ_MARC_42.jpg,21,344,647,568,647,344,871,568,871,FALSE,FALSE,FALSE
FRANZ_MARC_42.jpg,22,320,453,544,453,320,677,544,677,FALSE,FALSE,FALSE
FRANZ_MARC_42.jpg,23,244,291,468,291,244,515,468,515,FALSE,FALSE,FALSE
FRANZ_MARC_42.jpg,24,611,688,835,688,611,912,835,912,FALSE,FALSE,FALSE
FRANZ_MARC_43.jpg,0,769,1,1256,1,769,513,1256,513,FALSE,FALSE,TRUE
FRANZ_MARC_43.jpg,1,769,33,1256,33,769,321,1256,321,FALSE,FALSE,TRUE
FRANZ_MARC_43.jpg,2,513,1,1256,1,513,513,1256,513,FALSE,FALSE,TRUE
FRANZ_MARC_43.jpg,3,705,577,1256,577,705,1665,1256,1665,FALSE,FALSE,TRUE
FRANZ_MARC_43.jpg,4,1,129,513,129,1,769,513,769,FALSE,FALSE,TRUE
FRANZ_MARC_43.jpg,5,257,1,1025,1,257,513,1025,513,FALSE,FALSE,TRUE
FRANZ_MARC_43.jpg,6,641,641,1256,641,641,1537,1256,1537,FALSE,FALSE,TRUE
FRANZ_MARC_43.jpg,7,449,577,1256,577,449,1665,1256,1665,FALSE,FALSE,TRUE
FRANZ_MARC_43.jpg,8,449,833,1256,833,449,1941,1256,1941,FALSE,FALSE,TRUE
FRANZ_MARC_43.jpg,9,449,577,1256,577,449,1409,1256,1409,FALSE,FALSE,TRUE
FRANZ_MARC_43.jpg,10,513,65,1256,65,513,385,1256,385,FALSE,FALSE,TRUE
FRANZ_MARC_43.jpg,11,65,161,641,161,65,577,641,577,FALSE,FALSE,TRUE
FRANZ_MARC_43.jpg,12,321,1,1153,1,321,257,1153,257,FALSE,FALSE,TRUE
FRANZ_MARC_43.jpg,13,449,321,1256,321,449,1153,1256,1153,FALSE,FALSE,TRUE
FRANZ_MARC_43.jpg,14,385,865,1256,865,385,1941,1256,1941,FALSE,FALSE,TRUE
FRANZ_MARC_43.jpg,15,769,129,1256,129,769,513,1256,513,FALSE,FALSE,TRUE
FRANZ_MARC_43.jpg,16,513,993,1256,993,513,1941,1256,1941,FALSE,FALSE,TRUE
FRANZ_MARC_43.jpg,17,769,385,1256,385,769,1281,1256,1281,FALSE,FALSE,TRUE
FRANZ_MARC_43.jpg,18,737,1,1256,1,737,513,1256,513,FALSE,FALSE,TRUE
FRANZ_MARC_43.jpg,19,449,1025,1256,1025,449,1941,1256,1941,FALSE,FALSE,TRUE
FRANZ_MARC_43.jpg,20,780,639,1004,639,780,863,1004,863,FALSE,FALSE,FALSE
FRANZ_MARC_43.jpg,21,648,728,872,728,648,952,872,952,FALSE,FALSE,FALSE
FRANZ_MARC_43.jpg,22,712,1157,936,1157,712,1381,936,1381,FALSE,FALSE,FALSE
FRANZ_MARC_43.jpg,23,898,128,1122,128,898,352,1122,352,FALSE,FALSE,FALSE
FRANZ_MARC_43.jpg,24,213,1328,437,1328,213,1552,437,1552,FALSE,FALSE,FALSE
FRANZ_MARC_44.jpg,0,385,577,1281,577,385,1264,1281,1264,FALSE,FALSE,TRUE
FRANZ_MARC_44.jpg,1,577,65,1665,65,577,641,1665,641,FALSE,FALSE,TRUE
FRANZ_MARC_44.jpg,2,833,129,1704,129,833,769,1704,769,FALSE,FALSE,TRUE
FRANZ_MARC_44.jpg,3,641,385,1704,385,641,1264,1704,1264,FALSE,FALSE,TRUE
FRANZ_MARC_44.jpg,4,1089,65,1704,65,1089,641,1704,641,FALSE,FALSE,TRUE
FRANZ_MARC_44.jpg,5,1153,65,1704,65,1153,385,1704,385,FALSE,FALSE,TRUE
FRANZ_MARC_44.jpg,6,129,577,769,577,129,1264,769,1264,FALSE,FALSE,TRUE
FRANZ_MARC_44.jpg,7,385,385,1281,385,385,1264,1281,1264,FALSE,FALSE,TRUE
FRANZ_MARC_44.jpg,8,193,769,897,769,193,1264,897,1264,FALSE,FALSE,TRUE
FRANZ_MARC_44.jpg,9,449,1,1409,1,449,257,1409,257,FALSE,FALSE,TRUE
FRANZ_MARC_44.jpg,10,385,545,1281,545,385,1264,1281,1264,FALSE,FALSE,TRUE
FRANZ_MARC_44.jpg,11,385,129,1281,129,385,769,1281,769,FALSE,FALSE,TRUE
FRANZ_MARC_44.jpg,12,641,769,1704,769,641,1264,1704,1264,FALSE,FALSE,TRUE
FRANZ_MARC_44.jpg,13,641,97,1704,97,641,449,1704,449,FALSE,FALSE,TRUE
FRANZ_MARC_44.jpg,14,449,673,1409,673,449,1264,1409,1264,FALSE,FALSE,TRUE
FRANZ_MARC_44.jpg,15,129,193,769,193,129,897,769,897,FALSE,FALSE,TRUE
FRANZ_MARC_44.jpg,16,833,641,1704,641,833,1264,1704,1264,FALSE,FALSE,TRUE
FRANZ_MARC_44.jpg,17,129,609,769,609,129,1264,769,1264,FALSE,FALSE,TRUE
FRANZ_MARC_44.jpg,18,705,673,1704,673,705,1264,1704,1264,FALSE,FALSE,TRUE
FRANZ_MARC_44.jpg,19,833,129,1704,129,833,513,1704,513,FALSE,FALSE,TRUE
FRANZ_MARC_44.jpg,20,809,179,1033,179,809,403,1033,403,FALSE,FALSE,FALSE
FRANZ_MARC_44.jpg,21,69,480,293,480,69,704,293,704,FALSE,FALSE,FALSE
FRANZ_MARC_44.jpg,22,1369,368,1593,368,1369,592,1593,592,FALSE,FALSE,FALSE
FRANZ_MARC_44.jpg,23,861,534,1085,534,861,758,1085,758,FALSE,FALSE,FALSE
FRANZ_MARC_44.jpg,24,1163,652,1387,652,1163,876,1387,876,FALSE,FALSE,FALSE
FRANZ_MARC_45.jpg,0,769,961,2049,961,769,1559,2049,1559,FALSE,FALSE,TRUE
FRANZ_MARC_45.jpg,1,577,961,1665,961,577,1559,1665,1559,FALSE,FALSE,TRUE
FRANZ_MARC_45.jpg,2,321,705,1153,705,321,1559,1153,1559,FALSE,FALSE,TRUE
FRANZ_MARC_45.jpg,3,321,1,1153,1,321,513,1153,513,FALSE,FALSE,TRUE
FRANZ_MARC_45.jpg,4,961,769,2060,769,961,1559,2060,1559,FALSE,FALSE,TRUE
FRANZ_MARC_45.jpg,5,641,1025,1793,1025,641,1559,1793,1559,FALSE,FALSE,TRUE
FRANZ_MARC_45.jpg,6,513,321,1537,321,513,1153,1537,1153,FALSE,FALSE,TRUE
FRANZ_MARC_45.jpg,7,641,641,1793,641,641,1559,1793,1559,FALSE,FALSE,TRUE
FRANZ_MARC_45.jpg,8,1281,833,2060,833,1281,1559,2060,1559,FALSE,FALSE,TRUE
FRANZ_MARC_45.jpg,9,1089,321,2060,321,1089,1153,2060,1153,FALSE,FALSE,TRUE
FRANZ_MARC_45.jpg,10,193,1025,897,1025,193,1559,897,1559,FALSE,FALSE,TRUE
FRANZ_MARC_45.jpg,11,1409,129,2060,129,1409,769,2060,769,FALSE,FALSE,TRUE
FRANZ_MARC_45.jpg,12,321,33,1153,33,321,321,1153,321,FALSE,FALSE,TRUE
FRANZ_MARC_45.jpg,13,833,1057,2060,1057,833,1559,2060,1559,FALSE,FALSE,TRUE
FRANZ_MARC_45.jpg,14,1537,1025,2060,1025,1537,1559,2060,1559,FALSE,FALSE,TRUE
FRANZ_MARC_45.jpg,15,577,1121,1665,1121,577,1559,1665,1559,FALSE,FALSE,TRUE
FRANZ_MARC_45.jpg,16,1153,1025,2060,1025,1153,1559,2060,1559,FALSE,FALSE,TRUE
FRANZ_MARC_45.jpg,17,1,1313,513,1313,1,1559,513,1559,FALSE,FALSE,TRUE
FRANZ_MARC_45.jpg,18,961,961,2060,961,961,1559,2060,1559,FALSE,FALSE,TRUE
FRANZ_MARC_45.jpg,19,65,257,641,257,65,1025,641,1025,FALSE,FALSE,TRUE
FRANZ_MARC_45.jpg,20,885,308,1109,308,885,532,1109,532,FALSE,FALSE,FALSE
FRANZ_MARC_45.jpg,21,623,1096,847,1096,623,1320,847,1320,FALSE,FALSE,FALSE
FRANZ_MARC_45.jpg,22,171,643,395,643,171,867,395,867,FALSE,FALSE,FALSE
FRANZ_MARC_45.jpg,23,424,243,648,243,424,467,648,467,FALSE,FALSE,FALSE
FRANZ_MARC_45.jpg,24,413,620,637,620,413,844,637,844,FALSE,FALSE,FALSE
FRANZ_MARC_46.jpg,0,449,321,1409,321,449,1153,1409,1153,FALSE,FALSE,TRUE
FRANZ_MARC_46.jpg,1,129,577,769,577,129,1665,769,1665,FALSE,FALSE,TRUE
FRANZ_MARC_46.jpg,2,705,897,1750,897,705,1889,1750,1889,FALSE,FALSE,TRUE
FRANZ_MARC_46.jpg,3,449,513,1409,513,449,1537,1409,1537,FALSE,FALSE,TRUE
FRANZ_MARC_46.jpg,4,1025,1025,1750,1025,1025,1889,1750,1889,FALSE,FALSE,TRUE
FRANZ_MARC_46.jpg,5,449,833,1409,833,449,1889,1409,1889,FALSE,FALSE,TRUE
FRANZ_MARC_46.jpg,6,705,897,1750,897,705,1889,1750,1889,FALSE,FALSE,TRUE
FRANZ_MARC_46.jpg,7,961,641,1750,641,961,1793,1750,1793,FALSE,FALSE,TRUE
FRANZ_MARC_46.jpg,8,705,705,1750,705,705,1889,1750,1889,FALSE,FALSE,TRUE
FRANZ_MARC_46.jpg,9,641,513,1750,513,641,1537,1750,1537,FALSE,FALSE,TRUE
FRANZ_MARC_46.jpg,10,129,769,769,769,129,1889,769,1889,FALSE,FALSE,TRUE
FRANZ_MARC_46.jpg,11,129,129,769,129,129,769,769,769,FALSE,FALSE,TRUE
FRANZ_MARC_46.jpg,12,833,1153,1750,1153,833,1889,1750,1889,FALSE,FALSE,TRUE
FRANZ_MARC_46.jpg,13,321,161,1153,161,321,577,1153,577,FALSE,FALSE,TRUE
FRANZ_MARC_46.jpg,14,1,1089,513,1089,1,1889,513,1889,FALSE,FALSE,TRUE
FRANZ_MARC_46.jpg,15,129,609,769,609,129,1473,769,1473,FALSE,FALSE,TRUE
FRANZ_MARC_46.jpg,16,513,1217,1537,1217,513,1889,1537,1889,FALSE,FALSE,TRUE
FRANZ_MARC_46.jpg,17,641,1409,1750,1409,641,1889,1750,1889,FALSE,FALSE,TRUE
FRANZ_MARC_46.jpg,18,961,833,1750,833,961,1889,1750,1889,FALSE,FALSE,TRUE
FRANZ_MARC_46.jpg,19,833,1345,1750,1345,833,1889,1750,1889,FALSE,FALSE,TRUE
FRANZ_MARC_46.jpg,20,1015,460,1239,460,1015,684,1239,684,FALSE,FALSE,FALSE
FRANZ_MARC_46.jpg,21,264,755,488,755,264,979,488,979,FALSE,FALSE,FALSE
FRANZ_MARC_46.jpg,22,631,1538,855,1538,631,1762,855,1762,FALSE,FALSE,FALSE
FRANZ_MARC_46.jpg,23,442,1112,666,1112,442,1336,666,1336,FALSE,FALSE,FALSE
FRANZ_MARC_46.jpg,24,153,606,377,606,153,830,377,830,FALSE,FALSE,FALSE
FRANZ_MARC_47.jpg,0,257,129,1024,129,257,769,1024,769,FALSE,FALSE,TRUE
FRANZ_MARC_47.jpg,1,257,321,1024,321,257,828,1024,828,FALSE,FALSE,TRUE
FRANZ_MARC_47.jpg,2,449,129,1024,129,449,769,1024,769,FALSE,FALSE,TRUE
FRANZ_MARC_47.jpg,3,449,321,1024,321,449,828,1024,828,FALSE,FALSE,TRUE
FRANZ_MARC_47.jpg,4,1,513,513,513,1,828,513,828,FALSE,FALSE,TRUE
FRANZ_MARC_47.jpg,5,321,289,1024,289,321,828,1024,828,FALSE,FALSE,TRUE
FRANZ_MARC_47.jpg,6,449,513,1024,513,449,828,1024,828,FALSE,FALSE,TRUE
FRANZ_MARC_47.jpg,7,1,193,513,193,1,828,513,828,FALSE,FALSE,TRUE
FRANZ_MARC_47.jpg,8,449,129,1024,129,449,513,1024,513,FALSE,FALSE,TRUE
FRANZ_MARC_47.jpg,9,257,417,1024,417,257,828,1024,828,FALSE,FALSE,TRUE
FRANZ_MARC_47.jpg,10,65,385,641,385,65,828,641,828,FALSE,FALSE,TRUE
FRANZ_MARC_47.jpg,11,513,225,1024,225,513,705,1024,705,FALSE,FALSE,TRUE
FRANZ_MARC_47.jpg,12,257,513,1024,513,257,828,1024,828,FALSE,FALSE,TRUE
FRANZ_MARC_47.jpg,13,513,385,1024,385,513,828,1024,828,FALSE,FALSE,TRUE
FRANZ_MARC_47.jpg,14,481,129,1024,129,481,769,1024,769,FALSE,FALSE,TRUE
FRANZ_MARC_47.jpg,15,257,193,1024,193,257,641,1024,641,FALSE,FALSE,TRUE
FRANZ_MARC_47.jpg,16,641,129,1024,129,641,769,1024,769,FALSE,FALSE,TRUE
FRANZ_MARC_47.jpg,17,1,289,513,289,1,828,513,828,FALSE,FALSE,TRUE
FRANZ_MARC_47.jpg,18,1,1,513,1,1,513,513,513,FALSE,FALSE,TRUE
FRANZ_MARC_47.jpg,19,353,193,961,193,353,828,961,828,FALSE,FALSE,TRUE
FRANZ_MARC_47.jpg,20,597,5,821,5,597,229,821,229,FALSE,FALSE,FALSE
FRANZ_MARC_47.jpg,21,425,112,649,112,425,336,649,336,FALSE,FALSE,FALSE
FRANZ_MARC_47.jpg,22,327,522,551,522,327,746,551,746,FALSE,FALSE,FALSE
FRANZ_MARC_47.jpg,23,177,186,401,186,177,410,401,410,FALSE,FALSE,FALSE
FRANZ_MARC_47.jpg,24,705,354,929,354,705,578,929,578,FALSE,FALSE,FALSE
FRANZ_MARC_48.jpg,0,449,321,1280,321,449,885,1280,885,FALSE,FALSE,TRUE
FRANZ_MARC_48.jpg,1,641,193,1280,193,641,885,1280,885,FALSE,FALSE,TRUE
FRANZ_MARC_48.jpg,2,129,577,769,577,129,885,769,885,FALSE,FALSE,TRUE
FRANZ_MARC_48.jpg,3,129,385,769,385,129,885,769,885,FALSE,FALSE,TRUE
FRANZ_MARC_48.jpg,4,65,1,641,1,65,513,641,513,FALSE,FALSE,TRUE
FRANZ_MARC_48.jpg,5,321,65,1153,65,321,641,1153,641,FALSE,FALSE,TRUE
FRANZ_MARC_48.jpg,6,1,449,513,449,1,885,513,885,FALSE,FALSE,TRUE
FRANZ_MARC_48.jpg,7,641,225,1280,225,641,705,1280,705,FALSE,FALSE,TRUE
FRANZ_MARC_48.jpg,8,705,1,1280,1,705,513,1280,513,FALSE,FALSE,TRUE
FRANZ_MARC_48.jpg,9,705,385,1280,385,705,885,1280,885,FALSE,FALSE,TRUE
FRANZ_MARC_48.jpg,10,513,1,1280,1,513,513,1280,513,FALSE,FALSE,TRUE
FRANZ_MARC_48.jpg,11,129,193,769,193,129,885,769,885,FALSE,FALSE,TRUE
FRANZ_MARC_48.jpg,12,769,385,1280,385,769,885,1280,885,FALSE,FALSE,TRUE
FRANZ_MARC_48.jpg,13,321,577,1153,577,321,885,1153,885,FALSE,FALSE,TRUE
FRANZ_MARC_48.jpg,14,385,289,1280,289,385,833,1280,833,FALSE,FALSE,TRUE
FRANZ_MARC_48.jpg,15,129,289,769,289,129,833,769,833,FALSE,FALSE,TRUE
FRANZ_MARC_48.jpg,16,193,417,897,417,193,885,897,885,FALSE,FALSE,TRUE
FRANZ_MARC_48.jpg,17,513,545,1280,545,513,885,1280,885,FALSE,FALSE,TRUE
FRANZ_MARC_48.jpg,18,449,97,1280,97,449,449,1280,449,FALSE,FALSE,TRUE
FRANZ_MARC_48.jpg,19,385,385,1280,385,385,885,1280,885,FALSE,FALSE,TRUE
FRANZ_MARC_48.jpg,20,244,516,468,516,244,740,468,740,FALSE,FALSE,FALSE
FRANZ_MARC_48.jpg,21,749,613,973,613,749,837,973,837,FALSE,FALSE,FALSE
FRANZ_MARC_48.jpg,22,653,331,877,331,653,555,877,555,FALSE,FALSE,FALSE
FRANZ_MARC_48.jpg,23,934,560,1158,560,934,784,1158,784,FALSE,FALSE,FALSE
FRANZ_MARC_48.jpg,24,199,386,423,386,199,610,423,610,FALSE,FALSE,FALSE
FRANZ_MARC_49.JPG,0,769,2369,2049,2369,769,3168,2049,3168,FALSE,FALSE,TRUE
FRANZ_MARC_49.JPG,1,1217,2561,2945,2561,1217,3168,2945,3168,FALSE,FALSE,TRUE
FRANZ_MARC_49.JPG,2,897,2561,2305,2561,897,3168,2305,3168,FALSE,FALSE,TRUE
FRANZ_MARC_49.JPG,3,321,577,1153,577,321,1665,1153,1665,FALSE,FALSE,TRUE
FRANZ_MARC_49.JPG,4,2817,961,4752,961,2817,2433,4752,2433,FALSE,FALSE,TRUE
FRANZ_MARC_49.JPG,5,1729,1921,3969,1921,1729,3168,3969,3168,FALSE,FALSE,TRUE
FRANZ_MARC_49.JPG,6,705,577,1921,577,705,1665,1921,1665,FALSE,FALSE,TRUE
FRANZ_MARC_49.JPG,7,3905,1,4752,1,3905,513,4752,513,FALSE,FALSE,TRUE
FRANZ_MARC_49.JPG,8,3073,897,4752,897,3073,2305,4752,2305,FALSE,FALSE,TRUE
FRANZ_MARC_49.JPG,9,1857,1153,4225,1153,1857,2817,4225,2817,FALSE,FALSE,TRUE
FRANZ_MARC_49.JPG,10,2241,1665,4752,1665,2241,3168,4752,3168,FALSE,FALSE,TRUE
FRANZ_MARC_49.JPG,11,129,2177,769,2177,129,3168,769,3168,FALSE,FALSE,TRUE
FRANZ_MARC_49.JPG,12,1665,1281,3841,1281,1665,3073,3841,3073,FALSE,FALSE,TRUE
FRANZ_MARC_49.JPG,13,897,1793,2305,1793,897,3168,2305,3168,FALSE,FALSE,TRUE
FRANZ_MARC_49.JPG,14,3073,1217,4752,1217,3073,2945,4752,2945,FALSE,FALSE,TRUE
FRANZ_MARC_49.JPG,15,1409,2305,3329,2305,1409,3168,3329,3168,FALSE,FALSE,TRUE
FRANZ_MARC_49.JPG,16,2561,257,4752,257,2561,1025,4752,1025,FALSE,FALSE,TRUE
FRANZ_MARC_49.JPG,17,513,2497,1537,2497,513,3168,1537,3168,FALSE,FALSE,TRUE
FRANZ_MARC_49.JPG,18,1025,2369,2561,2369,1025,3168,2561,3168,FALSE,FALSE,TRUE
FRANZ_MARC_49.JPG,19,769,961,2049,961,769,2433,2049,2433,FALSE,FALSE,TRUE
FRANZ_MARC_49.JPG,20,3420,2813,3644,2813,3420,3037,3644,3037,FALSE,FALSE,FALSE
FRANZ_MARC_49.JPG,21,4293,2452,4517,2452,4293,2676,4517,2676,FALSE,FALSE,FALSE
FRANZ_MARC_49.JPG,22,1463,2746,1687,2746,1463,2970,1687,2970,FALSE,FALSE,FALSE
FRANZ_MARC_49.JPG,23,800,1785,1024,1785,800,2009,1024,2009,FALSE,FALSE,FALSE
FRANZ_MARC_49.JPG,24,2381,2498,2605,2498,2381,2722,2605,2722,FALSE,FALSE,FALSE
FRANZ_MARC_5.jpg,0,257,257,1004,257,257,1025,1004,1025,FALSE,FALSE,TRUE
FRANZ_MARC_5.jpg,1,321,833,1004,833,321,1350,1004,1350,FALSE,FALSE,TRUE
FRANZ_MARC_5.jpg,2,449,513,1004,513,449,1350,1004,1350,FALSE,FALSE,TRUE
FRANZ_MARC_5.jpg,3,257,449,1004,449,257,1350,1004,1350,FALSE,FALSE,TRUE
FRANZ_MARC_5.jpg,4,385,1,1004,1,385,513,1004,513,FALSE,FALSE,TRUE
FRANZ_MARC_5.jpg,5,65,513,641,513,65,1350,641,1350,FALSE,FALSE,TRUE
FRANZ_MARC_5.jpg,6,449,321,1004,321,449,1153,1004,1153,FALSE,FALSE,TRUE
FRANZ_MARC_5.jpg,7,257,641,1004,641,257,1350,1004,1350,FALSE,FALSE,TRUE
FRANZ_MARC_5.jpg,8,1,833,513,833,1,1350,513,1350,FALSE,FALSE,TRUE
FRANZ_MARC_5.jpg,9,513,705,1004,705,513,1350,1004,1350,FALSE,FALSE,TRUE
FRANZ_MARC_5.jpg,10,257,513,1004,513,257,1281,1004,1281,FALSE,FALSE,TRUE
FRANZ_MARC_5.jpg,11,321,865,1004,865,321,1350,1004,1350,FALSE,FALSE,TRUE
FRANZ_MARC_5.jpg,12,321,65,1004,65,321,385,1004,385,FALSE,FALSE,TRUE
FRANZ_MARC_5.jpg,13,257,417,1004,417,257,1089,1004,1089,FALSE,FALSE,TRUE
FRANZ_MARC_5.jpg,14,1,1,513,1,1,513,513,513,FALSE,FALSE,TRUE
FRANZ_MARC_5.jpg,15,321,289,1004,289,321,833,1004,833,FALSE,FALSE,TRUE
FRANZ_MARC_5.jpg,16,513,801,1004,801,513,1350,1004,1350,FALSE,FALSE,TRUE
FRANZ_MARC_5.jpg,17,1,801,513,801,1,1350,513,1350,FALSE,FALSE,TRUE
FRANZ_MARC_5.jpg,18,321,1057,1004,1057,321,1350,1004,1350,FALSE,FALSE,TRUE
FRANZ_MARC_5.jpg,19,449,481,1004,481,449,1217,1004,1217,FALSE,FALSE,TRUE
FRANZ_MARC_5.jpg,20,264,130,488,130,264,354,488,354,FALSE,FALSE,FALSE
FRANZ_MARC_5.jpg,21,119,79,343,79,119,303,343,303,FALSE,FALSE,FALSE
FRANZ_MARC_5.jpg,22,41,298,265,298,41,522,265,522,FALSE,FALSE,FALSE
FRANZ_MARC_5.jpg,23,417,142,641,142,417,366,641,366,FALSE,FALSE,FALSE
FRANZ_MARC_5.jpg,24,76,13,300,13,76,237,300,237,FALSE,FALSE,FALSE
FRANZ_MARC_50.jpg,0,961,1,2400,1,961,513,2400,513,FALSE,FALSE,TRUE
FRANZ_MARC_50.jpg,1,1345,1,2400,1,1345,513,2400,513,FALSE,FALSE,TRUE
FRANZ_MARC_50.jpg,2,769,1025,2049,1025,769,1584,2049,1584,FALSE,FALSE,TRUE
FRANZ_MARC_50.jpg,3,1921,769,2400,769,1921,1584,2400,1584,FALSE,FALSE,TRUE
FRANZ_MARC_50.jpg,4,1153,1,2400,1,1153,513,2400,513,FALSE,FALSE,TRUE
FRANZ_MARC_50.jpg,5,1793,1,2400,1,1793,513,2400,513,FALSE,FALSE,TRUE
FRANZ_MARC_50.jpg,6,193,513,897,513,193,1537,897,1537,FALSE,FALSE,TRUE
FRANZ_MARC_50.jpg,7,513,1089,1537,1089,513,1584,1537,1584,FALSE,FALSE,TRUE
FRANZ_MARC_50.jpg,8,1409,1,2400,1,1409,257,2400,257,FALSE,FALSE,TRUE
FRANZ_MARC_50.jpg,9,1601,833,2400,833,1601,1584,2400,1584,FALSE,FALSE,TRUE
FRANZ_MARC_50.jpg,10,1537,65,2400,65,1537,641,2400,641,FALSE,FALSE,TRUE
FRANZ_MARC_50.jpg,11,961,1,2400,1,961,257,2400,257,FALSE,FALSE,TRUE
FRANZ_MARC_50.jpg,12,1217,1,2400,1,1217,257,2400,257,FALSE,FALSE,TRUE
FRANZ_MARC_50.jpg,13,385,385,1281,385,385,1281,1281,1281,FALSE,FALSE,TRUE
FRANZ_MARC_50.jpg,14,1025,1089,2400,1089,1025,1584,2400,1584,FALSE,FALSE,TRUE
FRANZ_MARC_50.jpg,15,385,193,1281,193,385,897,1281,897,FALSE,FALSE,TRUE
FRANZ_MARC_50.jpg,16,705,129,1921,129,705,769,1921,769,FALSE,FALSE,TRUE
FRANZ_MARC_50.jpg,17,1729,65,2400,65,1729,385,2400,385,FALSE,FALSE,TRUE
FRANZ_MARC_50.jpg,18,129,129,769,129,129,769,769,769,FALSE,FALSE,TRUE
FRANZ_MARC_50.jpg,19,129,897,769,897,129,1584,769,1584,FALSE,FALSE,TRUE
FRANZ_MARC_50.jpg,20,825,815,1049,815,825,1039,1049,1039,FALSE,FALSE,FALSE
FRANZ_MARC_50.jpg,21,2054,1311,2278,1311,2054,1535,2278,1535,FALSE,FALSE,FALSE
FRANZ_MARC_50.jpg,22,570,691,794,691,570,915,794,915,FALSE,FALSE,FALSE
FRANZ_MARC_50.jpg,23,1514,768,1738,768,1514,992,1738,992,FALSE,FALSE,FALSE
FRANZ_MARC_50.jpg,24,1654,1046,1878,1046,1654,1270,1878,1270,FALSE,FALSE,FALSE
FRANZ_MARC_6.jpg,0,129,1,769,1,129,513,769,513,FALSE,FALSE,TRUE
FRANZ_MARC_6.jpg,1,641,65,1478,65,641,641,1478,641,FALSE,FALSE,TRUE
FRANZ_MARC_6.jpg,2,321,129,1153,129,321,769,1153,769,FALSE,FALSE,TRUE
